0;198.170905;10000
1;200.129326;10000
2;198.116104;10000
3;175.375152;10000
4;200.076066;10000
5;199.024001;10000
6;202.107062;10000
7;199.147930;10000
8;175.910548;10000
9;200.776400;10000
10;199.326852;10000
11;202.363197;10000
12;199.341015;10000
13;176.059000;10000
14;200.673888;10000
15;198.844994;10000
16;200.745148;10000
17;198.821812;10000
18;176.226160;10000
19;200.829810;10000
20;197.829919;10000
21;200.235866;10000
22;198.236199;10000
23;176.315157;10000
24;200.955670;10000
25;199.309146;10000
26;202.024746;10000
27;199.234238;10000
28;176.064105;10000
29;200.629634;10000
